Patient Id,Patient Gender,Patient Age,Department Referral,Patient Waittime,Arrival_Time,Day_of_Week,Emergency_Case_Type,Triage_Level,Queue_Length,Doctors_Available,Nurses_Available,Gender_Code,Day_Code,Emergency_Type_Code,Department_Code
542-46-7781,M,66,General Surgery,19,08:51,Thursday,Abdominal Pain,3,24,10,15,0,4,9,6
257-30-3026,M,62,Cardiology,2,15:20,Thursday,Heart Attack,1,19,4,9,0,4,1,1
427-28-6383,M,73,General Surgery,11,13:07,Sunday,Abdominal Pain,3,12,4,15,0,7,9,6
672-75-7086,M,55,General Surgery,24,00:55,Thursday,Abdominal Pain,3,20,3,15,0,4,9,6
433-77-2388,M,1,General Medicine,20,10:25,Saturday,Fever,4,8,6,15,0,6,10,5
319-25-3554,M,38,Neurology,2,13:35,Wednesday,Stroke,1,24,9,9,0,3,2,2
849-30-0675,M,35,Trauma,4,03:46,Sunday,Accident,2,17,7,10,0,7,3,6
488-61-3428,M,73,Neurology,13,13:39,Friday,Stroke,1,10,3,10,0,5,2,2
161-62-6037,M,38,Neurology,3,04:26,Monday,Stroke,1,13,3,12,0,1,2,2
204-94-7733,M,50,Burn Unit,44,04:01,Thursday,Burn Injury,3,25,3,8,0,4,5,6
372-50-6699,M,41,General Surgery,18,06:35,Monday,Abdominal Pain,3,13,6,12,0,1,9,6
209-23-9967,M,66,Orthopedics,16,09:37,Saturday,Fracture,3,7,3,6,0,6,4,4
652-27-0238,M,64,General Surgery,13,20:44,Monday,Abdominal Pain,3,9,9,6,0,1,9,6
163-72-8040,M,54,Cardiology,10,21:58,Tuesday,Heart Attack,1,14,5,7,0,2,1,1
531-98-0661,M,52,General Medicine,46,20:02,Tuesday,Fever,4,16,6,14,0,2,10,5
886-10-5724,M,13,General,15,21:39,Saturday,Allergic Reaction,3,11,10,10,0,6,8,6
439-17-0103,M,78,Neurology,6,19:28,Saturday,Stroke,1,17,4,12,0,6,2,2
722-78-9494,M,51,General Medicine,20,08:12,Thursday,Fever,4,7,9,13,0,4,10,5
480-93-4605,M,24,Pulmonology,14,23:59,Monday,Breathing Problem,2,7,5,15,0,1,6,6
492-80-1890,M,47,General Medicine,52,11:13,Thursday,Fever,4,16,4,12,0,4,10,5
896-38-1209,M,10,Trauma,9,10:58,Saturday,Accident,2,20,7,11,0,6,3,6
399-06-7105,M,73,General Medicine,40,06:38,Saturday,Fever,4,10,6,10,0,6,10,5
110-19-5907,M,7,Neurology,14,23:50,Tuesday,Stroke,1,13,10,12,0,2,2,2
433-06-4961,M,30,Pulmonology,5,12:45,Monday,Breathing Problem,2,25,10,5,0,1,6,6
547-05-3726,M,14,Cardiology,5,13:37,Saturday,Heart Attack,1,25,9,13,0,6,1,1
460-31-7684,M,73,Cardiology,15,04:37,Friday,Chest Pain,2,6,6,8,0,5,7,1
111-36-1435,M,6,Neurology,13,23:47,Friday,Stroke,1,13,9,7,0,5,2,2
877-36-0019,M,41,Cardiology,10,13:53,Sunday,Chest Pain,2,25,8,6,0,7,7,1
866-31-3592,M,19,General Surgery,29,12:53,Monday,Abdominal Pain,3,17,7,5,0,1,9,6
625-05-0578,M,63,Orthopedics,31,02:52,Thursday,Fracture,3,25,7,10,0,4,4,4
496-05-7135,M,19,Burn Unit,28,06:00,Thursday,Burn Injury,3,20,3,13,0,4,5,6
618-42-5655,M,37,General Surgery,27,23:54,Monday,Abdominal Pain,3,13,5,5,0,1,9,6
138-04-7377,M,61,General Medicine,53,01:05,Saturday,Fever,4,20,8,12,0,6,10,5
195-51-1109,M,63,Pulmonology,5,04:22,Saturday,Breathing Problem,2,18,9,12,0,6,6,6
860-46-7659,M,56,Pulmonology,2,15:19,Tuesday,Breathing Problem,2,16,3,13,0,2,6,6
176-32-3686,M,26,Cardiology,10,16:04,Wednesday,Chest Pain,2,25,9,14,0,3,7,1
782-62-9612,M,51,Cardiology,6,21:27,Saturday,Chest Pain,2,11,4,13,0,6,7,1
353-25-3957,M,19,General Medicine,65,05:46,Friday,Fever,4,21,8,8,0,5,10,5
614-43-7853,M,34,Burn Unit,24,10:01,Tuesday,Burn Injury,3,21,8,8,0,2,5,6
214-94-6329,M,27,Pulmonology,14,17:10,Thursday,Breathing Problem,2,9,4,11,0,4,6,6
380-61-4131,M,64,Pulmonology,12,23:26,Friday,Breathing Problem,2,23,10,8,0,5,6,6
773-71-6564,M,79,Trauma,8,01:14,Thursday,Accident,2,14,10,10,0,4,3,6
405-19-7318,M,53,General Surgery,10,12:21,Thursday,Abdominal Pain,3,13,9,15,0,4,9,6
328-12-4206,M,1,Cardiology,9,04:58,Tuesday,Chest Pain,2,24,7,12,0,2,7,1
572-35-3820,M,42,General,24,01:08,Sunday,Allergic Reaction,3,15,4,10,0,7,8,6
193-43-6202,M,79,General Surgery,16,10:31,Wednesday,Abdominal Pain,3,13,4,12,0,3,9,6
290-84-6074,M,79,Cardiology,15,01:36,Monday,Heart Attack,1,20,4,12,0,1,1,1
228-33-1858,M,46,Burn Unit,6,12:46,Sunday,Burn Injury,3,7,10,15,0,7,5,6
476-98-6877,M,20,Neurology,10,15:57,Tuesday,Stroke,1,13,9,6,0,2,2,2
791-80-0710,M,24,Neurology,9,19:42,Tuesday,Stroke,1,9,9,10,0,2,2,2
232-46-5874,M,39,Orthopedics,36,02:41,Monday,Fracture,3,25,6,7,0,1,4,4
472-84-3017,M,18,Cardiology,7,15:58,Thursday,Heart Attack,1,7,5,6,0,4,1,1
156-79-3301,M,33,Burn Unit,13,15:25,Saturday,Burn Injury,3,12,10,10,0,6,5,6
393-93-3535,M,38,Pulmonology,12,13:16,Monday,Breathing Problem,2,7,7,9,0,1,6,6
688-25-2615,M,44,Cardiology,6,06:01,Friday,Heart Attack,1,24,5,8,0,5,1,1
820-83-9876,M,62,Neurology,7,01:20,Friday,Stroke,1,5,4,13,0,5,2,2
884-57-5845,M,8,Pulmonology,11,23:49,Friday,Breathing Problem,2,5,3,10,0,5,6,6
442-19-3458,M,26,Cardiology,9,21:40,Tuesday,Heart Attack,1,21,7,5,0,2,1,1
679-06-4862,M,39,Pulmonology,3,23:18,Monday,Breathing Problem,2,12,4,8,0,1,6,6
871-63-8322,M,74,Orthopedics,26,09:36,Thursday,Fracture,3,21,5,11,0,4,4,4
192-73-1375,M,32,Neurology,6,17:47,Monday,Stroke,1,14,7,10,0,1,2,2
480-83-8725,M,1,Pulmonology,2,03:55,Tuesday,Breathing Problem,2,7,4,11,0,2,6,6
710-62-3265,M,48,General,30,02:25,Wednesday,Allergic Reaction,3,18,4,7,0,3,8,6
873-71-0439,M,1,Trauma,3,22:16,Tuesday,Accident,2,14,9,9,0,2,3,6
454-11-9188,M,73,General,15,19:35,Wednesday,Allergic Reaction,3,9,3,12,0,3,8,6
737-43-6461,M,19,Orthopedics,22,21:30,Wednesday,Fracture,3,23,8,13,0,3,4,4
744-75-4100,M,25,Trauma,8,07:41,Sunday,Accident,2,19,5,9,0,7,3,6
730-17-0598,M,15,Cardiology,15,22:34,Saturday,Heart Attack,1,12,6,7,0,6,1,1
789-85-5518,M,56,General Surgery,21,02:03,Tuesday,Abdominal Pain,3,15,4,10,0,2,9,6
562-52-4808,M,54,General,28,07:55,Tuesday,Allergic Reaction,3,23,10,5,0,2,8,6
585-41-4703,M,58,Pulmonology,14,12:43,Friday,Breathing Problem,2,23,6,6,0,5,6,6
506-64-0596,M,18,General Surgery,15,22:08,Thursday,Abdominal Pain,3,5,4,5,0,4,9,6
625-63-4515,M,57,Orthopedics,29,12:37,Friday,Fracture,3,25,5,12,0,5,4,4
455-48-1591,M,78,General,43,16:24,Thursday,Allergic Reaction,3,24,6,5,0,4,8,6
834-85-5897,M,38,Burn Unit,27,23:03,Friday,Burn Injury,3,25,8,10,0,5,5,6
759-80-0475,M,51,Cardiology,3,22:40,Monday,Heart Attack,1,12,5,12,0,1,1,1
234-08-8186,M,14,Cardiology,7,13:52,Sunday,Heart Attack,1,11,7,13,0,7,1,1
725-56-0226,M,47,Pulmonology,10,13:05,Thursday,Breathing Problem,2,16,7,7,0,4,6,6
605-04-8828,M,41,Cardiology,4,04:49,Thursday,Heart Attack,1,13,9,10,0,4,1,1
639-36-5043,M,68,Cardiology,7,21:00,Friday,Heart Attack,1,16,7,7,0,5,1,1
138-52-2171,M,77,General,13,21:03,Friday,Allergic Reaction,3,9,6,13,0,5,8,6
293-76-2040,M,26,Pulmonology,13,08:28,Saturday,Breathing Problem,2,21,3,5,0,6,6,6
248-98-7235,M,21,General Surgery,11,20:39,Saturday,Abdominal Pain,3,5,3,6,0,6,9,6
496-05-4044,M,64,Cardiology,6,07:02,Sunday,Heart Attack,1,23,4,7,0,7,1,1
811-13-0849,M,1,Trauma,5,10:57,Tuesday,Accident,2,6,6,15,0,2,3,6
335-09-3012,M,56,General Surgery,21,04:15,Friday,Abdominal Pain,3,15,5,10,0,5,9,6
427-80-9934,M,50,Neurology,5,17:38,Saturday,Stroke,1,16,5,5,0,6,2,2
844-39-7915,M,71,Cardiology,15,05:47,Thursday,Heart Attack,1,25,4,8,0,4,1,1
496-11-6286,M,15,Pulmonology,5,00:30,Sunday,Breathing Problem,2,23,10,12,0,7,6,6
571-85-3714,M,75,Burn Unit,16,19:08,Monday,Burn Injury,3,17,8,12,0,1,5,6
533-29-8111,M,26,General Surgery,38,00:07,Friday,Abdominal Pain,3,18,4,5,0,5,9,6
893-31-0684,M,27,General Surgery,10,18:59,Thursday,Abdominal Pain,3,6,8,15,0,4,9,6
413-75-7208,M,21,Cardiology,12,09:07,Monday,Heart Attack,1,23,9,9,0,1,1,1
712-44-5959,M,5,Pulmonology,10,21:38,Monday,Breathing Problem,2,21,4,11,0,1,6,6
659-98-9321,M,11,Pulmonology,15,16:28,Thursday,Breathing Problem,2,24,10,9,0,4,6,6
177-46-1546,M,44,General,12,22:43,Thursday,Allergic Reaction,3,11,8,13,0,4,8,6
785-28-4887,M,40,Trauma,11,20:38,Monday,Accident,2,12,8,7,0,1,3,6
104-94-3544,M,18,Cardiology,5,09:24,Sunday,Chest Pain,2,24,3,12,0,7,7,1
548-40-3880,M,45,Trauma,7,02:51,Tuesday,Accident,2,19,5,13,0,2,3,6
641-33-6740,M,54,General Medicine,26,02:45,Sunday,Fever,4,10,10,11,0,7,10,5
727-93-0292,M,74,Cardiology,11,16:35,Wednesday,Chest Pain,2,5,5,8,0,3,7,1
699-89-5729,M,62,Cardiology,2,13:42,Monday,Chest Pain,2,7,7,13,0,1,7,1
201-34-0312,M,34,Neurology,10,02:36,Saturday,Stroke,1,24,3,12,0,6,2,2
252-57-4638,M,41,General,22,16:47,Saturday,Allergic Reaction,3,20,4,13,0,6,8,6
618-82-3874,M,31,General Surgery,9,17:23,Thursday,Abdominal Pain,3,5,10,9,0,4,9,6
661-74-3185,M,75,General Medicine,58,17:27,Tuesday,Fever,4,17,9,7,0,2,10,5
509-72-7679,M,16,Trauma,15,11:47,Friday,Accident,2,25,9,7,0,5,3,6
763-23-4635,M,5,Orthopedics,21,23:44,Sunday,Fracture,3,13,6,6,0,7,4,4
435-27-7132,M,61,Neurology,4,01:34,Tuesday,Stroke,1,24,9,11,0,2,2,2
625-57-1785,M,26,Orthopedics,16,03:19,Sunday,Fracture,3,14,6,10,0,7,4,4
707-25-6349,M,40,General,25,11:49,Friday,Allergic Reaction,3,24,6,11,0,5,8,6
693-28-8846,M,63,Cardiology,10,14:54,Monday,Chest Pain,2,5,4,10,0,1,7,1
660-87-6404,M,33,General Medicine,47,23:23,Saturday,Fever,4,15,6,9,0,6,10,5
227-50-8036,M,58,General,31,07:40,Monday,Allergic Reaction,3,24,8,6,0,1,8,6
853-54-6536,M,74,General,22,04:06,Saturday,Allergic Reaction,3,18,10,7,0,6,8,6
127-97-8438,M,72,General Medicine,19,01:28,Friday,Fever,4,7,7,13,0,5,10,5
590-93-6696,M,24,Orthopedics,8,10:58,Thursday,Fracture,3,7,7,15,0,4,4,4
213-89-6553,M,1,Orthopedics,22,19:55,Monday,Fracture,3,24,9,13,0,1,4,4
846-85-3469,M,4,General,13,10:56,Sunday,Allergic Reaction,3,11,5,14,0,7,8,6
782-31-2439,M,71,Cardiology,11,16:47,Wednesday,Chest Pain,2,8,9,10,0,3,7,1
473-69-8282,M,63,Orthopedics,10,19:34,Monday,Fracture,3,7,9,13,0,1,4,4
844-04-7131,M,47,General Surgery,27,20:33,Monday,Abdominal Pain,3,24,9,11,0,1,9,6
597-69-6388,M,53,Orthopedics,17,21:02,Saturday,Fracture,3,14,10,6,0,6,4,4
587-94-0306,M,76,Burn Unit,34,00:02,Tuesday,Burn Injury,3,23,7,7,0,2,5,6
353-99-9075,M,75,Trauma,5,04:56,Thursday,Accident,2,23,4,7,0,4,3,6
694-38-9846,M,68,Neurology,15,09:22,Thursday,Stroke,1,11,5,5,0,4,2,2
735-56-2510,M,9,Burn Unit,35,09:16,Sunday,Burn Injury,3,23,3,9,0,7,5,6
774-89-5184,M,6,Cardiology,5,23:19,Saturday,Heart Attack,1,19,10,11,0,6,1,1
868-57-6762,M,65,Cardiology,14,21:39,Sunday,Chest Pain,2,7,10,11,0,7,7,1
629-68-4241,M,49,Neurology,13,10:14,Sunday,Stroke,1,23,8,7,0,7,2,2
851-72-1676,M,74,Cardiology,15,10:27,Monday,Chest Pain,2,17,9,9,0,1,7,1
767-63-9719,M,7,Neurology,5,16:57,Friday,Stroke,1,6,8,11,0,5,2,2
769-72-8314,M,43,Cardiology,7,09:50,Wednesday,Heart Attack,1,14,3,5,0,3,1,1
433-35-8228,M,38,General,18,10:18,Friday,Allergic Reaction,3,16,10,9,0,5,8,6
230-72-4802,M,27,General Surgery,28,04:34,Monday,Abdominal Pain,3,24,8,8,0,1,9,6
728-26-6726,M,66,Cardiology,12,08:47,Sunday,Heart Attack,1,5,7,12,0,7,1,1
530-19-6308,M,24,Burn Unit,32,08:43,Saturday,Burn Injury,3,24,7,7,0,6,5,6
624-24-6189,M,41,General,17,05:32,Tuesday,Allergic Reaction,3,13,8,11,0,2,8,6
141-51-5635,M,63,General,11,00:22,Monday,Allergic Reaction,3,5,8,7,0,1,8,6
505-95-5668,M,74,General,9,10:03,Tuesday,Allergic Reaction,3,6,6,6,0,2,8,6
608-49-9277,M,32,Orthopedics,24,16:33,Monday,Fracture,3,21,7,13,0,1,4,4
573-40-2464,M,77,Orthopedics,10,16:30,Wednesday,Fracture,3,5,10,7,0,3,4,4
411-18-9512,M,66,General Surgery,15,01:03,Wednesday,Abdominal Pain,3,8,3,9,0,3,9,6
732-12-0603,M,18,Cardiology,4,09:12,Wednesday,Heart Attack,1,22,4,5,0,3,1,1
595-86-7693,M,74,General,12,06:21,Monday,Allergic Reaction,3,7,10,9,0,1,8,6
588-72-2524,M,1,Neurology,2,15:51,Sunday,Stroke,1,22,10,9,0,7,2,2
658-71-6172,M,32,General Surgery,16,22:27,Saturday,Abdominal Pain,3,6,5,5,0,6,9,6
340-71-1290,M,43,General Medicine,84,23:46,Sunday,Fever,4,22,3,9,0,7,10,5
170-60-7747,M,31,Cardiology,12,13:42,Wednesday,Heart Attack,1,12,8,10,0,3,1,1
146-77-1591,M,46,General,8,11:31,Sunday,Allergic Reaction,3,9,10,13,0,7,8,6
203-04-2783,M,50,Pulmonology,13,10:27,Monday,Breathing Problem,2,13,4,8,0,1,6,6
883-68-7233,M,55,General Medicine,58,12:12,Monday,Fever,4,12,3,7,0,1,10,5
470-99-9429,M,68,General Surgery,31,07:44,Sunday,Abdominal Pain,3,17,3,7,0,7,9,6
204-42-0922,M,68,Trauma,15,21:26,Friday,Accident,2,25,5,6,0,5,3,6
702-24-7897,M,73,Neurology,9,02:13,Sunday,Stroke,1,25,8,7,0,7,2,2
323-59-6278,M,13,Pulmonology,12,22:41,Thursday,Breathing Problem,2,25,6,14,0,4,6,6
760-71-3160,M,18,General,23,22:38,Thursday,Allergic Reaction,3,24,9,14,0,4,8,6
267-31-9051,M,73,Cardiology,7,03:01,Saturday,Chest Pain,2,15,7,14,0,6,7,1
898-96-3786,M,14,General Surgery,14,14:22,Wednesday,Abdominal Pain,3,9,4,9,0,3,9,6
430-78-4586,M,3,Burn Unit,40,13:21,Tuesday,Burn Injury,3,21,3,7,0,2,5,6
135-61-7666,M,78,Cardiology,7,19:36,Sunday,Heart Attack,1,18,4,8,0,7,1,1
571-52-7559,M,22,Pulmonology,11,20:49,Monday,Breathing Problem,2,11,4,6,0,1,6,6
203-83-9332,M,24,Neurology,14,05:36,Thursday,Stroke,1,17,10,6,0,4,2,2
276-56-0604,M,34,Cardiology,8,09:06,Wednesday,Heart Attack,1,20,3,15,0,3,1,1
570-69-8864,M,39,Cardiology,4,01:39,Monday,Chest Pain,2,17,10,12,0,1,7,1
325-33-5772,M,45,General Surgery,21,10:43,Monday,Abdominal Pain,3,13,6,6,0,1,9,6
679-54-4775,M,78,Neurology,2,18:53,Sunday,Stroke,1,21,9,5,0,7,2,2
848-12-7424,M,11,Orthopedics,25,03:53,Wednesday,Fracture,3,25,3,15,0,3,4,4
894-88-8079,M,29,General Medicine,30,09:46,Saturday,Fever,4,8,4,15,0,6,10,5
681-33-8999,M,71,Orthopedics,24,08:03,Monday,Fracture,3,17,3,13,0,1,4,4
285-78-6419,M,69,Orthopedics,32,20:07,Tuesday,Fracture,3,12,3,5,0,2,4,4
160-05-9410,M,7,General Medicine,33,05:38,Thursday,Fever,4,10,9,10,0,4,10,5
621-27-7002,M,59,Orthopedics,13,14:06,Saturday,Fracture,3,10,4,12,0,6,4,4
350-75-4511,M,10,Trauma,5,01:27,Wednesday,Accident,2,11,10,13,0,3,3,6
222-85-6440,M,35,General Surgery,25,02:14,Monday,Abdominal Pain,3,19,6,9,0,1,9,6
367-62-9249,M,18,Pulmonology,13,16:05,Wednesday,Breathing Problem,2,6,6,9,0,3,6,6
140-55-8447,M,3,Burn Unit,10,16:26,Thursday,Burn Injury,3,6,5,12,0,4,5,6
707-68-7512,M,33,General Surgery,27,06:26,Saturday,Abdominal Pain,3,23,5,11,0,6,9,6
393-06-6114,M,40,Neurology,3,22:12,Sunday,Stroke,1,18,3,15,0,7,2,2
678-19-2895,M,39,Cardiology,2,18:23,Monday,Chest Pain,2,9,7,11,0,1,7,1
550-59-7164,M,69,Neurology,12,09:37,Sunday,Stroke,1,7,8,14,0,7,2,2
176-91-4008,M,15,General Medicine,64,17:52,Sunday,Fever,4,25,9,11,0,7,10,5
263-48-3682,M,18,Pulmonology,2,13:49,Wednesday,Breathing Problem,2,24,7,5,0,3,6,6
516-65-1011,M,38,Orthopedics,48,04:10,Thursday,Fracture,3,24,4,6,0,4,4,4
560-89-7239,M,48,General,27,16:30,Saturday,Allergic Reaction,3,25,9,8,0,6,8,6
299-03-0225,M,20,Trauma,15,11:18,Tuesday,Accident,2,23,3,12,0,2,3,6
136-93-5822,M,63,Neurology,8,11:40,Thursday,Stroke,1,25,7,8,0,4,2,2
661-86-2616,M,12,Orthopedics,8,23:38,Thursday,Fracture,3,8,10,7,0,4,4,4
314-94-6078,M,14,Trauma,7,06:32,Saturday,Accident,2,8,10,13,0,6,3,6
353-33-5380,M,70,Pulmonology,12,10:58,Saturday,Breathing Problem,2,8,10,8,0,6,6,6
546-52-9716,M,55,General Medicine,73,19:40,Tuesday,Fever,4,23,10,5,0,2,10,5
188-84-9362,M,16,General Medicine,47,00:15,Thursday,Fever,4,13,6,7,0,4,10,5
552-97-7824,M,67,Cardiology,2,02:27,Sunday,Chest Pain,2,16,6,15,0,7,7,1
437-40-4631,M,4,Pulmonology,9,22:29,Monday,Breathing Problem,2,25,9,12,0,1,6,6
547-45-4774,M,25,General Medicine,82,05:03,Sunday,Fever,4,23,3,9,0,7,10,5
105-50-4871,M,71,Cardiology,15,11:12,Saturday,Chest Pain,2,7,9,7,0,6,7,1
270-19-6893,M,21,Orthopedics,10,19:52,Friday,Fracture,3,7,5,10,0,5,4,4
620-23-8298,M,25,General Surgery,22,23:46,Friday,Abdominal Pain,3,14,8,6,0,5,9,6
735-55-8837,M,36,General,14,12:22,Sunday,Allergic Reaction,3,12,3,15,0,7,8,6
760-24-8347,M,17,Cardiology,3,14:59,Thursday,Heart Attack,1,25,5,8,0,4,1,1
146-29-4419,M,66,Cardiology,7,22:07,Friday,Heart Attack,1,22,6,14,0,5,1,1
276-65-2584,M,78,Orthopedics,11,04:07,Monday,Fracture,3,10,4,12,0,1,4,4
860-91-3089,M,71,Neurology,3,10:59,Sunday,Stroke,1,21,8,9,0,7,2,2
234-16-7761,M,52,Pulmonology,7,15:00,Sunday,Breathing Problem,2,19,4,12,0,7,6,6
680-20-7790,M,74,General,18,04:29,Monday,Allergic Reaction,3,14,3,15,0,1,8,6
719-64-1635,M,18,General,29,03:59,Sunday,Allergic Reaction,3,19,7,6,0,7,8,6
430-81-2099,M,43,Trauma,15,16:22,Saturday,Accident,2,17,4,5,0,6,3,6
673-15-3561,M,15,Orthopedics,19,01:34,Friday,Fracture,3,19,10,12,0,5,4,4
627-25-0591,M,54,Cardiology,12,14:48,Thursday,Chest Pain,2,9,6,10,0,4,7,1
322-25-9678,M,53,General Surgery,13,22:15,Sunday,Abdominal Pain,3,9,7,14,0,7,9,6
300-57-0346,M,17,Pulmonology,2,01:14,Tuesday,Breathing Problem,2,16,10,10,0,2,6,6
446-57-0814,M,50,Cardiology,15,11:13,Friday,Chest Pain,2,19,10,5,0,5,7,1
830-03-8674,M,14,Burn Unit,6,15:53,Wednesday,Burn Injury,3,5,5,11,0,3,5,6
261-41-3006,M,50,Burn Unit,19,04:49,Tuesday,Burn Injury,3,15,7,12,0,2,5,6
850-52-6715,M,41,Cardiology,4,05:22,Friday,Chest Pain,2,20,4,12,0,5,7,1
331-34-8927,M,27,Cardiology,14,23:03,Friday,Heart Attack,1,7,4,12,0,5,1,1
220-02-8548,M,50,General Medicine,39,16:28,Wednesday,Fever,4,12,9,8,0,3,10,5
329-89-5170,M,62,Neurology,10,09:27,Thursday,Stroke,1,17,10,9,0,4,2,2
607-76-9368,M,41,Cardiology,10,05:56,Wednesday,Heart Attack,1,21,10,15,0,3,1,1
636-38-5841,M,46,Orthopedics,24,15:21,Friday,Fracture,3,15,6,7,0,5,4,4
826-05-1245,M,67,Cardiology,4,00:33,Monday,Heart Attack,1,7,4,15,0,1,1,1
260-99-9033,M,73,Cardiology,11,17:45,Tuesday,Chest Pain,2,13,7,9,0,2,7,1
869-82-8816,M,49,Cardiology,12,15:55,Thursday,Heart Attack,1,17,4,9,0,4,1,1
625-11-3614,M,68,General,19,12:34,Tuesday,Allergic Reaction,3,15,7,12,0,2,8,6
344-19-5332,M,11,Orthopedics,40,04:41,Monday,Fracture,3,25,3,10,0,1,4,4
840-93-3146,M,21,Cardiology,4,13:20,Tuesday,Heart Attack,1,6,3,15,0,2,1,1
192-35-0491,M,43,Cardiology,5,04:03,Saturday,Chest Pain,2,12,7,15,0,6,7,1
781-45-2775,M,24,Pulmonology,9,09:11,Monday,Breathing Problem,2,20,7,15,0,1,6,6
274-24-7640,M,39,Trauma,11,23:08,Tuesday,Accident,2,16,10,9,0,2,3,6
428-71-5740,M,73,General Surgery,26,13:21,Tuesday,Abdominal Pain,3,18,8,5,0,2,9,6
201-10-9557,M,69,Trauma,15,21:35,Sunday,Accident,2,25,10,7,0,7,3,6
439-52-0309,M,30,Trauma,5,17:36,Thursday,Accident,2,14,3,12,0,4,3,6
284-76-1097,M,76,Trauma,13,10:47,Tuesday,Accident,2,12,8,11,0,2,3,6
642-24-2097,M,54,General Medicine,22,20:23,Friday,Fever,4,8,10,11,0,5,10,5
729-09-1173,M,25,General Surgery,21,07:10,Sunday,Abdominal Pain,3,24,7,15,0,7,9,6
229-64-6626,M,72,Burn Unit,21,14:46,Saturday,Burn Injury,3,21,3,15,0,6,5,6
740-90-4651,M,56,General Medicine,43,11:47,Wednesday,Fever,4,9,4,9,0,3,10,5
792-14-4393,M,36,Burn Unit,22,09:25,Tuesday,Burn Injury,3,18,10,5,0,2,5,6
602-08-6121,M,38,Neurology,10,15:40,Wednesday,Stroke,1,14,5,12,0,3,2,2
362-55-7521,M,77,Orthopedics,25,15:06,Friday,Fracture,3,19,6,11,0,5,4,4
519-94-5552,M,10,Orthopedics,13,11:54,Friday,Fracture,3,11,5,11,0,5,4,4
599-01-3259,M,27,General Medicine,53,02:25,Monday,Fever,4,21,9,13,0,1,10,5
654-56-7769,M,29,Cardiology,13,11:01,Sunday,Heart Attack,1,9,5,6,0,7,1,1
295-23-8245,M,69,General,19,10:53,Tuesday,Allergic Reaction,3,16,7,14,0,2,8,6
507-03-0083,M,79,General,22,00:41,Thursday,Allergic Reaction,3,11,4,8,0,4,8,6
856-44-7824,M,63,General,14,08:23,Thursday,Allergic Reaction,3,11,9,5,0,4,8,6
819-96-9508,M,71,Neurology,4,08:12,Monday,Stroke,1,9,3,13,0,1,2,2
781-68-2465,M,26,General Medicine,66,09:26,Thursday,Fever,4,18,7,6,0,4,10,5
274-29-8312,M,73,Orthopedics,12,22:20,Monday,Fracture,3,6,5,7,0,1,4,4
126-71-8708,M,58,Burn Unit,20,17:53,Friday,Burn Injury,3,14,3,11,0,5,5,6
557-63-9631,M,55,Neurology,14,05:25,Thursday,Stroke,1,6,3,6,0,4,2,2
654-95-2156,M,59,General,28,00:10,Friday,Allergic Reaction,3,22,7,7,0,5,8,6
871-05-6285,M,64,Orthopedics,11,09:25,Friday,Fracture,3,10,7,11,0,5,4,4
593-23-5909,M,68,Pulmonology,10,08:37,Friday,Breathing Problem,2,24,6,13,0,5,6,6
281-13-9122,M,74,Cardiology,8,12:08,Thursday,Chest Pain,2,11,8,10,0,4,7,1
507-62-7126,M,15,Burn Unit,14,12:35,Tuesday,Burn Injury,3,12,9,15,0,2,5,6
575-11-3097,M,75,General Medicine,38,23:54,Monday,Fever,4,12,4,11,0,1,10,5
314-07-4648,M,68,General,13,08:04,Friday,Allergic Reaction,3,10,8,8,0,5,8,6
452-25-4626,M,53,Burn Unit,11,08:57,Sunday,Burn Injury,3,10,3,15,0,7,5,6
640-10-5390,M,45,Cardiology,8,23:44,Friday,Chest Pain,2,21,5,15,0,5,7,1
222-74-5629,M,31,General,9,11:02,Sunday,Allergic Reaction,3,5,5,5,0,7,8,6
238-98-0679,M,56,Pulmonology,6,16:32,Saturday,Breathing Problem,2,18,9,14,0,6,6,6
103-81-2792,M,73,Orthopedics,32,15:51,Monday,Fracture,3,16,4,5,0,1,4,4
346-71-7552,M,56,Pulmonology,8,08:10,Saturday,Breathing Problem,2,5,3,5,0,6,6,6
775-05-5919,M,17,Pulmonology,2,03:44,Thursday,Breathing Problem,2,23,5,6,0,4,6,6
291-44-0132,M,27,General Surgery,10,01:23,Saturday,Abdominal Pain,3,8,10,7,0,6,9,6
737-84-1709,M,61,Cardiology,5,19:13,Friday,Heart Attack,1,22,8,6,0,5,1,1
298-96-3551,M,22,General Surgery,35,21:07,Wednesday,Abdominal Pain,3,25,3,12,0,3,9,6
322-65-2690,M,47,Pulmonology,14,12:11,Friday,Breathing Problem,2,7,3,13,0,5,6,6
500-96-0933,M,10,Neurology,2,04:31,Monday,Stroke,1,14,7,14,0,1,2,2
358-62-9394,M,11,Burn Unit,28,10:30,Sunday,Burn Injury,3,22,6,9,0,7,5,6
164-49-8624,M,25,Neurology,8,17:42,Monday,Stroke,1,23,9,8,0,1,2,2
661-12-9006,M,73,Neurology,9,06:36,Sunday,Stroke,1,14,8,10,0,7,2,2
788-50-6371,M,9,General Medicine,36,12:52,Sunday,Fever,4,8,9,6,0,7,10,5
714-85-9231,M,72,General Surgery,20,12:15,Thursday,Abdominal Pain,3,17,6,10,0,4,9,6
426-39-1493,M,9,General Medicine,44,02:06,Sunday,Fever,4,9,4,8,0,7,10,5
